#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INTERACTION_CANNOT_INVITE_MARRIED;[Recipient.GetTitledFirstName] 不能已婚;;;;;;;;;;x
INTERACTION_CANNOT_INVITE_CONSORT;[Recipient.GetTitledFirstName] 不能是侍妾;;;;;;;;;;x
AIREASON_LOVER;§Y[GetTitledFirstName]§!是我的情人;;;;;;;;;;x
AIREASON_FRIEND;§Y[GetTitledFirstName]§!是我的朋友;;;;;;;;;;x
AIREASON_WITH_LOVER;想与情人——§Y[GetTitledFirstName]§!在一起;;;;;;;;;;x
PV_FORT;堡垒;;;;;;;;;;x
PV_TRADE_POST;商栈;;;;;;;;;;x
adopt_wolf_child;此收养儿童拥有继承的完全权利。;;;;;;;;;;x
EVTTOOLTIP89008;得知谋杀企图。;;;;;;;;;;x
claim_on_vassal_plot_desc;§Y$CLAIMANT$§!正试图收回§Y$TITLE$§!的头衔，这已导致与§Y$TARGET$§!的武装冲突;;;;;;;;;;x
EVTOPTC63011;这有猫腻。我应该通知猜想的那位‘密谋者’。;;;;;;;;;;x
werewolf_howling_tooltip;整夜对着月亮嚎叫。;;;;;;;;;;x
werewolf_swimming_tooltip;睡在外面，全身湿透……;;;;;;;;;;x
SENTIMENT;观感:;;;;;;;;;;x
GRAZING_LAND;需要更多牧场;;;;;;;;;;x
CLAN_OPINION;部族观感;;;;;;;;;;x
MARRIAGE_TIES;婚姻关系;;;;;;;;;;x
WEAK;弱点;;;;;;;;;;x
TOO_MUCH_COMPETITION;竞争过激;;;;;;;;;;x
CREATE_FEUD;$ACTOR$与$RECIPIENT$将被拖入世仇。;;;;;;;;;;x
opinion_built_temple;建造寺庙;;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_TITLE;达成血誓;;;;;;;;;;x
INTERACTION_NO_BLOOD_BROTHER;§Y$CLAN$§!不能已有结拜兄弟;;;;;;;;;;x
HAS_BLOOD_OATH_WITH;与§Y$CLAN$§!有血誓;;;;;;;;;;x
NOT_HAS_BLOOD_OATH_WITH;与§Y$CLAN$§!没有血誓;;;;;;;;;;x
declare_feud;宣布世仇;;;;;;;;;;x
opinion_feud;世仇;;;;;;;;;;x
BLOOD_BROTHER;结拜兄弟;;;;;;;;;;x
EVTDESC505;我向你发誓，通过鲜血的联系我们结为兄弟！;;;;;;;;;;x
EVTDESC506;我不接受你血誓的请求。;;;;;;;;;;x
INTERACTION_CANT_DOW_BLOOD_BROTHER;不能是结拜兄弟;;;;;;;;;;x
EVTNAMEHL6;[From.Clan.GetName]世仇;;;;;;;;;;x
EVTDESCHL6;[From.GetBestName]和他的民众在我们的土地上打猎，偷窃我们的羊只并绑架我们的女人。即使他很清楚与我们的部族间的领土划分！卑鄙，真的卑鄙，如果有机会，他们一定会背叛我们。;;;;;;;;;;x
EVTOPTAHL6;当心[From.Clan.GetName]。他们毫无荣誉。;;;;;;;;;;x
SHOW_OPINION;§Y查看部族立场§!;;;;;;;;;;x
TOTAL_POPULATION;总人口:;;;;;;;;;;x
FEUD;世仇;;;;;;;;;;x
FEUD_BLOOD_BROTHER;兄弟阋墙;;;;;;;;;;x
CLAN_LEADER_HAS_NO_JOB;不是一名内阁成员;;;;;;;;;;x
PRESTIGE;声望;;;;;;;;;;x
FEUD_CLAN_LEADER_HAS_JOB;是一名内阁成员;;;;;;;;;;x
EVTNAMEHL10;兄弟之死;;;;;;;;;;x
EVTDESCHL10;随着[From.GetBestName]死去，我们和他家人的血誓，以及我们对于他民众的义务，也随着他的生命一同消失。;;;;;;;;;;x
EVTOPTAHL10;对[Root.Clan.GetName]悲伤的一天……;;;;;;;;;;x
EVTDESC_HL_10700;[From.GetFirstName]花了他辛苦赚来的钱，去吸引招募更多的士兵进入他的佣兵团。;;;;;;;;;;x
EVTOPTA_HL_10700;我希望是个良好的投资。;;;;;;;;;;x
EVTDESC_HL_10701;[From.GetFirstName]将他辛苦赚来的钱花在与部下狂欢，浪费在烈酒与女人身上;;;;;;;;;;x
EVTOPTA_HL_10701;一个良好的家族传统。;;;;;;;;;;x
alert_inefficent_land_management_instant;§Y无效的土地管理§!;;;;;;;;;;x
alert_inefficent_land_management_delayed;你的个人直辖领地里有太多地产。作为游牧，想要避免惩罚你只能有一个地产。然而，你可能想自己留下这些土地方便你掠夺……$LIST$;;;;;;;;;;x
plot_gain_title_short;密谋获得;;;;;;;;;;x
plot_gain_vassal_title_short;密谋收回;;;;;;;;;;x
plot_kill_character_short;密谋杀死;;;;;;;;;;x
plot_kill_spouse_short;密谋杀死;;;;;;;;;;x
plot_gain_liege_title_short;密谋宣称;;;;;;;;;;x
plot_gain_fellow_vassal_title_short;密谋宣称;;;;;;;;;;x
MAKE_PRIMARY;设为主头衔;;;;;;;;;;x
WAR_INVALID_LIEGE_JOINS_ENEMY;\n（$LIEGE$参加$OTHER$的战争）;;;;;;;;;;x
WAR_INVALID_ELECTED_REL_HEAD;\n（$CHAR$当选$TITLE$）;;;;;;;;;;x
INTERACTION_HAS_TITLES_TO_REVOKE;有可收回头衔;;;;;;;;;;x
REL_UNCLE_HUSBAND;丈夫;;;;;;;;;;x
REL_NEPHEW_HUSBAND;丈夫;;;;;;;;;;x
REL_COUSIN_HUSBAND;丈夫;;;;;;;;;;x
REL_COUSIN_WIFE;妻子;;;;;;;;;;x
REL_AUNT_WIFE;妻子;;;;;;;;;;x
REL_NIECE_WIFE;妻子;;;;;;;;;;x
MINOR_CLAN_REVOLT;[Root.County.GetAdjective]次级部族叛乱;;;;;;;;;;x
succ_nomadic_desc;在草原的人民中，声望即可决定继承的顺序。合法的子女和当前统治者的兄弟姐妹都拥有资格。但是，不同于其他继承形式，只有正确文化的成年人能够继承。;;;;;;;;;;x
STAT_CULTURE_PROV_DESC;这是此省份的主流文化。;;;;;;;;;;x
STAT_RELIGION_PROV_DESC;这是此省份的主流宗教。;;;;;;;;;;x
TITLE_CANNOT_CREATE_MERCENARY_TITLE;你不能直接创建佣兵头衔;;;;;;;;;;x
TITLE_CANNOT_CREATE_HOLY_ORDER_TITLE;你不能直接创建宗教骑士团头衔;;;;;;;;;;x
NO_VALID_AMBITIONS;§R无有效的野心可供选择！§!;;;;;;;;;;x
NO_VALID_FOCUSES;§R无有效的重心可供选择！§!;;;;;;;;;;x
AIREASON_WILL_NOT_MARRY_INFIDELS;§Y[GetTitledFirstName]§!不会考虑异教徒的请求;;;;;;;;;;x
AN_UNKNOWN_LOCATION;一处不明地点;;;;;;;;;;x
cb_liberate_nomad_duchy_desc;§Y$CLAIMANT$§!能够使用此宣战理由夺取§Y$TITLE$§!法理内野蛮的§Y$TARGET$§!的所有头衔。;;;;;;;;;;x
nomad_dispute_desc;世仇部族对彼此宣战抢夺一块单独的省份。;;;;;;;;;;x
CB_NAME_LIBERATE_NOMAD;解放[Title.GetBaseName];;;;;;;;;;x
WAR_NAME_LIBERATE_NOMAD;$ORDER$$FIRST_ADJ$解放$OTHER_TITLE$;;;;;;;;;;x
liberate_nomad_cb_succ_tip;§Y[Root.GetTitledFirstName]§!附庸非游牧领主，夺取§Y[This.GetFullBaseName]§!内的其他所有头衔。\n;;;;;;;;;;x
