#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ACQUISITION_CLAIM;作为宣称者而征服;;;;;;;;;;x
ACQUISITION_HOST;作为冒险者而征服;;;;;;;;;;x
ACQUISITION_REVOLT;作为叛乱领袖而征服;;;;;;;;;;x
ACQUISITION_USURP;和平地篡夺;;;;;;;;;;x
ACQUISITION_FACTION_DEMAND;被派系所拥立;;;;;;;;;;x
PERSONAL_OPINION_LOWER_THAN;个人好感低于;;;;;;;;;;x
PERSONAL_OPINION_AT_LEAST;个人好感至少有;;;;;;;;;;x
PERS_OPINION_DIFF_LOWER_THAN;对§Y$FIRST$§!和§Y$SECOND$§!的个人好感差异低于§Y$VAL$§!;;;;;;;;;;x
PERS_OPINION_DIFF_AT_LEAST;对§Y$FIRST$§!和§Y$SECOND$§!的个人好感差异至少为§Y$VAL$§!;;;;;;;;;;x
RULER_OF_TITLE;$TITLE$$RULER$;;;;;;;;;;x
EVTDESC38305;我变得更加容易信任别人，无论等待着我的命运如何，我都从容接受。我不再多疑。;;;;;;;;;;x
EVTDESC38306;我变得对人们奸诈的行为更加警觉。我不再轻易信任他人。;;;;;;;;;;x
EVTDESC38307;我已经经受了太多的痛苦的背叛。为什么我要去帮助那些回过头就会伤害我的人？我不再和蔼。;;;;;;;;;;x
EVTDESC38308;这道伤疤将烙印在我身上、伴随我终生。我变得伤痕累累。;;;;;;;;;;x
MEN;男士们;;;;;;;;;;x
WOMEN;女士们;;;;;;;;;;x
MALE;男性;;;;;;;;;;x
FEMALE;女性;;;;;;;;;;x
ADULTERER;奸夫;;;;;;;;;;x
ADULTERESS;淫妇;;;;;;;;;;x
nick_the_unfaithful;不忠者;;;;;;;;;;x
nick_the_beguiling;迷人者;;;;;;;;;;x
nick_the_temptress;魅惑者;;;;;;;;;;x
nick_the_seducer;勾引者;;;;;;;;;;x
nick_the_lewd;猥亵者;;;;;;;;;;x
nick_the_lecher;色鬼;;;;;;;;;;x
nick_the_unchaste;不贞洁者;;;;;;;;;;x
COMPL_GREAT;伟人;;;;;;;;;;x
COMPL_LORD;贵族;;;;;;;;;;x
COMPL_LADY;夫人;;;;;;;;;;x
AIREASON_UNFAITHFULNESS;不忠;;;;;;;;;;x
HAS_NOT_POLYGAMY;没有一夫多妻制;;;;;;;;;;x
HAS_POLYGAMY;有一夫多妻制;;;;;;;;;;x
HAS_NOT_CONCUBINAGE;没有纳妾制;;;;;;;;;;x
HAS_CONCUBINAGE;有纳妾制;;;;;;;;;;x
DIVORCE_INTERACTION_2;离婚 §Y[Recipient.GetTitledFirstName]§! 因为 [Recipient.GetPossPronoun] 证明不忠! [Recipient.GetPossPronounCap] 近亲仍将被侮辱 (§R$OPINION$§! 意见)...;;;;;;;;;;x
ASK_FOR_DIVORCE_INTERACTION_2;请求§Y[Actor.RelHead.GetTitledFirstName]§!批准我与§Y[Actor.Spouse.GetFirstName]§!离婚。由于[Actor.Spouse.GetPossPronoun]不忠，这项请求将无法被拒绝并且不会带来任何代价。即便如此，这将依然被[Actor.Spouse.GetPossPronoun]亲戚认为是侮辱。;;;;;;;;;;x
EVTOPTA301_DESC;[From.GetFirstName]被宣告为拥有完全继承权的合法[From.GetSonDaughter]。\n;;;;;;;;;;x
EVTOPTB301_DESC;[From.GetFirstName]仍然不合法的私生子，但被承认为我的[From.GetSonDaughter]并能与别的贵族联姻结盟。一旦[From.GetSubjectPronoun]有了自己的孩子，一个新的家族将会从这一支系中开创出来。\n;;;;;;;;;;x
EVTOPTC301_DESC;[From.GetFirstName]被谴责为一个不知其父的野种，与我毫无半点正式的关系。\n;;;;;;;;;;x
EVTDESC404_KF;我的 [GetFromRelation] [From.GetFirstName] 怀孕了，然而我不可能是孩子的父亲！全国都在传这个八卦——所有人都知道 [From.FatherOfUnborn.GetTitledName] 才是孩子真正的父亲。;;;;;;;;;;x
EVTDESC404_2;我的[GetFromRelation][From.GetFirstName]告诉我她怀孕了，但那是不可能的，难道不是吗？;;;;;;;;;;x
EVTOPTB404;谴责他们两个为叛徒！;;;;;;;;;;x
EVTDESC21001;我已经仔细考虑过这件事了，我不可能是我的[GetFromRelation][From.GetFirstName]肚子里的孩子的父亲。一想到它在她的肚子里一天一天地长大，我就无法安然入睡。我必须要把这件事平息掉！;;;;;;;;;;x
EVTOPTA21001;雇佣某人去查清这一切;;;;;;;;;;x
EVTOPTB21001;不，我相信她的话！;;;;;;;;;;x
EVTDESC21003;那个我付钱雇佣去跟踪我的[GetFromRelation]的侍女证实了我的怀疑 - [From.FatherOfUnborn.GetTitledName]是[From.GetFirstName]的情人以及那个孩子真正的父亲！;;;;;;;;;;x
EVTDESC21003_CR;那个我付钱雇佣去跟踪我的[GetFromRelation][From.GetFirstName]的女人发现了关于她的怀孕令人震惊的真相。我是对的，那个孩子的父亲并非是我......而是[From.FatherOfUnborn.GetTitledFirstName]，那可是她自己的[GetFromVsFatherOfUnbornRelation]啊！;;;;;;;;;;x
EVTOPTA21003;[Root.Religion.GetRandomGodName]保佑，我必须保守这个秘密！;;;;;;;;;;x
EVTOPTB21003;亵渎神灵！揭露这两个叛徒！;;;;;;;;;;x
EVTOPTC21003;这虽然神圣...但依然是不忠的行径。揭露他们！;;;;;;;;;;x
EVTOPTD21003;这是极其严重的叛国罪！;;;;;;;;;;x
EVTDESC21005;我的[GetFromRelation]正怒不可遏、大吼大叫、还把椅子砸个稀巴烂。他知道了我和[Root.FatherOfUnborn.GetTitledFirstName]之间的风流韵事，他知道我肚子里的那个孩子并非他亲生的......;;;;;;;;;;x
EVTOPTA21005;血肉之躯是脆弱的......;;;;;;;;;;x
EVTDESC21006;[From.GetTitledName]知道了我与[FromFrom.GetTitledFirstName]之间的风流韵事，他也知道了她肚子里的孩子实际上是我亲生的......;;;;;;;;;;x
EVTOPTA21006;这可能意味着我的厄运将至！;;;;;;;;;;x
EVTOPTB21006;这可真是尴尬！;;;;;;;;;;x
EVTDESC21010;那个我付钱雇佣去获取[GetFromRelation][From.GetFirstName]秘密的侍女并没有发现任何有关她的怀孕令人怀疑的地方。;;;;;;;;;;x
EVTOPTA21010;这下我就放心了！;;;;;;;;;;x
EVTOPTB21010;我必须要知道！我要当面质问她！;;;;;;;;;;x
EVTOPTC21010;雇佣更多的探子！;;;;;;;;;;x
EVTOPTD21010;给她设下一个“陷阱”;;;;;;;;;;x
EVTDESC21011;那些我花了大价钱雇佣的探子，他们试图寻找任何有关我的[GetFromRelation][From.GetFirstName]和她怀孕的可疑之处，结果全都失败了，没有找到任何东西。;;;;;;;;;;x
EVTOPTA21011;然后，我猜那孩子的确是我的...？;;;;;;;;;;x
EVTDESC21012;我亲爱的[GetFromRelation][From.GetFirstName]对我的怀孕生了疑心。他正在质问我那个孩子是不是他亲生的！;;;;;;;;;;x
EVTOPTA21012;向他保证我的忠诚！;;;;;;;;;;x
EVTOPTB21012;泪眼汪汪地承认我和[Root.FatherOfUnborn.GetTitledFirstName]之间的风流韵事;;;;;;;;;;x
