#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mesoamerican;中美洲文化;;;;;;;;;;x
nahuatl;那瓦人;;;;;;;;;;x
aztec;阿兹特克;;;;;;;;;;x
e_mexikha;阿兹特克帝国;;;;;;;;;;x
e_mexikha_adj;阿兹特克;;;;;;;;;;x
emperor_nahuatl;皇帝;;;;;;;;;;x
emperor_female_nahuatl;女皇;;;;;;;;;;x
king_nahuatl;国王;;;;;;;;;;x
king_female_nahuatl;女王;;;;;;;;;;x
duke_nahuatl;公爵;;;;;;;;;;x
duke_female_nahuatl;女公爵;;;;;;;;;;x
count_nahuatl;伯爵;;;;;;;;;;x
count_female_nahuatl;女伯爵;;;;;;;;;;x
baron_nahuatl;男爵;;;;;;;;;;x
baron_female_nahuatl;女男爵;;;;;;;;;;x
GOD_HUITZILOPOCHTLI;维齐洛波奇特利;;;;;;;;;;x
GOD_XIPE_TOTEC;西佩托堤克;;;;;;;;;;x
GOD_TEZCATLIPOCA;特斯卡特利波卡;;;;;;;;;;x
GOD_QUETZALCOATL;魁札尔科亚特尔;;;;;;;;;;x
GOD_MICTLANTECUHTLI;米克特兰堤库特里;;;;;;;;;;x
GOD_TLALOC;魁札尔科亚特尔;;;;;;;;;;x
job_chancellor_aztec;外交总管;;;;;;;;;;x
job_marshal_aztec;军事总管;;;;;;;;;;x
job_treasurer_aztec;财政总管;;;;;;;;;;x
job_spymaster_aztec;间谍首领;;;;;;;;;;x
job_spiritual_aztec;大祭司;;;;;;;;;;x
ISNT_TRIBAL_TYPE_TITLE;非部落制;;;;;;;;;;x
IS_TRIBAL_TYPE_TITLE;是部落制;;;;;;;;;;x
HAS_HORDE_CULTURE;是游牧文化;;;;;;;;;;x
HAS_NOT_HORDE_CULTURE;不是游牧文化;;;;;;;;;;x
DEATH_SACRIFICED_NO_KILLER;的生命被献祭给了异教神祗;;;;;;;;;;x
RETTYPE_CUL_NAHUA;美洲豹勇士;;;;;;;;;;x
EVTDESC_SSI_001;今天，一群乘坐异域船只，身穿奇装异服的陌生人上岸了，他们要求接见。他们携带着奇异的礼品和货物——黑曜石珠链、珍珠和五彩斑斓的羽毛。在场者无人能够听懂他们的话语，不过听起来似乎他们想用那些小玩意换走我们的土地！;;;;;;;;;;x
EVTOPTA_SSI_001;我感到大事不妙……;;;;;;;;;;x
EVTNAME_SSI_002;彼岸来客;;;;;;;;;;x
EVTDESC_SSI_002;有传言道乘坐异域船只的怪人在大西洋登陆了，他们说着没有人听得懂的语言，尝试用黑曜石珠链、五彩斑斓的羽毛和黄金购买土地。拒绝了他们的无理请求后，当地领主似乎被可怕的诅咒和大西洋彼岸存在着异族皇帝的可能性所恐吓。;;;;;;;;;;x
EVTOPTA_SSI_002;哈哈！一个梦呓般的恐吓。;;;;;;;;;;x
EVTDESC_SSI_003;数以千计来势汹汹的船只抵达了[Root.GetName]的海岸，无数群奇装异服的凶猛战士蜂拥而出。其战吼数英里外亦可耳闻！;;;;;;;;;;x
EVTOPTA_SSI_003;世界末日到了！;;;;;;;;;;x
