#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC72056;一些小钱将让仆人们闭嘴。;;;;;;;;;;x
VASSAL_RAISE_OPINION_DESC;在非十字军进攻性战争中每从封臣处征召部队§Y$DAYS$§!天，封臣对你的好感就会§R-1§!;;;;;;;;;;x
WAR_START_YEAR;开战年份：$YEAR$;;;;;;;;;;x
WAR_START_YEAR_DESC;这场战争已经持续了$YEARS$年零$MONTHS$个月;;;;;;;;;;x
LEVY_PERC_DESC3;$THEM$保留每个兵种的§Y$PERC$%§!作为私人征召军;;;;;;;;;;x
DYNFAIL_DESC;以$SCORE$分结束游戏，你留下的功绩不值一提。;;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2B;由于我们拥有宣称权，封臣不会持有异议。;;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2C;由于§Y$CROWN_TITLE$§!的王权，封臣不能持有异议。;;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2D;由于§Y[Recipient.GetTitledFirstName]§!是叛徒，封臣不会持有异议。;;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2E;由于§Y[Recipient.GetTitledFirstName]§!是异教徒，只有信仰§Y[Recipient.Religion.GetName]§!的封臣会感到不满(§R$OPINION$§!)。;;;;;;;;;;x
LOADING_TIP_28;购买赎罪券以增加虔诚;;;;;;;;;;x
mission_holy_war_desc;$ROOT_CHARACTERTITLE$对§Y$TOPOWNERFULLNAME$§!发动了$CRUSADE_NAME$以夺取§Y$PROVINCE$§!;;;;;;;;;;x
TOO_MANY_HELD_DUCHIES;持有过多公爵头衔;;;;;;;;;;x
opinion_failed_plot;失败的阴谋;;;;;;;;;;x
e_il-khanate_adj;伊尔汗国;;;;;;;;;;x
AIREASON_WILL_NOT_PLOT_AGAINST_OFFSPRING;不愿参与对子孙的阴谋。;;;;;;;;;;x
AIREASON_CLAIM_ON_MY_TITLES;§Y[GetBestName]§!对我的头衔有宣称权。;;;;;;;;;;x
AIREASON_HOSTAGE_SITUATION;孩子可能会成为外国的人质;;;;;;;;;;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_0;向§Y[Actor.RelHead.GetTitledFirstName]§!请求绝罚§Y[ThirdPartyCharacter.GetBestName]§!。这将花费§R$COST$§!虔诚。;;;;;;;;;;x
ASK_FOR_DIVORCE_INTERACTION_0;向§Y[Actor.RelHead.GetTitledFirstName]§!请求准许你与§Y[Actor.Spouse.GetFirstName]§!离婚。这将花费§R$COST$§![Player.Religion.GetPietyName]，并被[Actor.Spouse.GetPossPronoun]的亲属视为侮辱。;;;;;;;;;;x
EVTOPTB620;该死的异教徒！;;;;;;;;;;x
EVTOPTA621;黑暗的一天！;;;;;;;;;;x
EVTOPTB621;真可怜……;;;;;;;;;;x
WARSCORE_LESS_THAN;战争分数低于;;;;;;;;;;x
WARSCORE_MORE_THAN;战争分数高于;;;;;;;;;;x
TACTICAL_ADVANTAGE;对抗§Y$TACTIC$的战术加成§!：$PERC$;;;;;;;;;;x
LEADER_MARTIAL_SKILL;§Y$WHO$§!的军事技能：$PERC$;;;;;;;;;;x
FLANKING_BONUS;侧翼进攻加成：$PERC$;;;;;;;;;;x
AI_REJECT_STILL_A_NO;我还是不能接受你的提议;;;;;;;;;;x
PLAYER_SUCCESSOR_CHANGED_LOG;你拥有了一个新继承人。当前人物死亡后你将扮演§Y$NEW_SUCCESSOR$§!;;;;;;;;;;x
TOPLIEGE_TROOPS_TOTAL;最高领主的总兵力：§Y$TROOPS$§!;;;;;;;;;;x
TOPLIEGE_TROOPS_CURRENT;最高领主的现有兵力：§Y$TROOPS$§!;;;;;;;;;;x
OWN_TROOPS_TOTAL;$CHAR$的总兵力：§Y$TROOPS$§!;;;;;;;;;;x
OWN_TROOPS_CURRENT;$CHAR$的现有兵力：§Y$TROOPS$§!;;;;;;;;;;x
RELATIVE_STRENGTH;相对力量：§Y$STRENGTH$§!;;;;;;;;;;x
CURRENT_RELATIVE_STRENGTH;现相对力量：§Y$STRENGTH$§!;;;;;;;;;;x
VASSAL_HOLDINGS;封臣地产：§Y$HOLDINGS$§!;;;;;;;;;;x
LOADING_LOCAL_SAVE;读取本地存档……;;;;;;;;;;x
CB_NAME_DEPOSE_LIEGE;废黜领主;;;;;;;;;;x
WAR_NAME_DEPOSE_LIEGE;$ORDER$$FIRST_ADJ$对$DEFENDER$的废黜战争;;;;;;;;;;x
depose_liege_desc;§Y$CLAIMANT$§!可以尝试废黜§Y$TARGET$§!并拥立§Y$CLAIMANT$§!中意的继承人;;;;;;;;;;x
issue_declaration_of_repentance;发布忏悔书;;;;;;;;;;x
issue_declaration_of_repentance_desc;向教宗写信以祈求其宽恕我们的罪过并撤销我们的绝罚。;;;;;;;;;;x
repentance_ask;圣父会聆听我们赎罪的恳求。;;;;;;;;;;x
made_repentance;发布忏悔书;;;;;;;;;;x
refused_making_repentance;拒绝发布忏悔书;;;;;;;;;;x
EVTDESC39252;[From.GetBestName]派了一名使者前来请求宽恕[From.GetHerHis]罪过。尽管[From.GetSheHe]曾犯下滔天大罪，但鉴于其请求中流露出的真诚的忏悔，我将撤销其绝罚。;;;;;;;;;;x
EVTOPTA39252;撤销[From.GetHerHis]绝罚。;;;;;;;;;;x
EVTTOOLTIP39253;将因为我们的回应喜极而泣。;;;;;;;;;;x
EVTDESC39253;圣父同意撤销我的绝罚！;;;;;;;;;;x
EVTOPTA39253;荣耀归于上帝！;;;;;;;;;;x
EVTOPTB39253;忏悔有价，但此价实在过高……;;;;;;;;;;x
EVTOPTB39251;[Player.Religion.GetPietyName]有价，但此价实在过高……;;;;;;;;;;x
chapter_name_6;战争;;;;;;;;;;x
chapter_name_5;统率与交战;;;;;;;;;;x
DOWNLOADING;下载$DLC$扩展内容中;;;;;;;;;;x
DOWNLOAD_PROGRESS;正在下载$FILE$/$FILE_MAX$\n\n$COUNT$B已下载;;;;;;;;;;x
STORE_REINSTALL;重新安装;;;;;;;;;;x
STORE_BUY;购买;;;;;;;;;;x
STORE_NEED_REINSTALL;重新安装 §Y$ITEM$§! DLC;;;;;;;;;;x
STORE_FAILED_DOWNLOAD;部分文件未能正确安装并需重新下载;;;;;;;;;;x
STORE_CANCEL;取消;;;;;;;;;;x
STORE_TOPUP;购买蓝色硬币;;;;;;;;;;x
STORE_LOGIN;登入;;;;;;;;;;x
STORE_LOGOUT;登出;;;;;;;;;;x
STORE_WELCOME;欢迎您，§Y$USERNAME$§!;;;;;;;;;;x
STORE_NOT_LOGGED_IN;你必须登入以购买扩展内容;;;;;;;;;;x
TRUCE;休战协议;;;;;;;;;;x
IS_NOT_MERCENARY;不是佣兵团;;;;;;;;;;x
IS_MERCENARY;是佣兵团;;;;;;;;;;x
NUM_OF_TITLES_LESS;少于§Y$VAL$§!个$TIER$级别的头衔。;;;;;;;;;;x
NUM_OF_TITLES_LEAST;至少有§Y$VAL$§!个$TIER$级别的头衔。;;;;;;;;;;x
NUM_OF_TITLES_LESS_2;少于§Y$VAL$§!个头衔。;;;;;;;;;;x
NUM_OF_TITLES_LEAST_2;至少有§Y$VAL$§!个头衔。;;;;;;;;;;x
TIME_UNPAUSE;解除暂停;;;;;;;;;;x
EVTDESC38201;[From.GetFirstName]问道，“爹地，小孩是从哪来的？”;;;;;;;;;;x
EVTOPTA39000;我的[Root.Holder.GetLordSpiritualName]在哪！？;;;;;;;;;;x
EVTDESC75060;某地的农民正抱怨[Root.job_treasurer.GetTitledFirstName]的独断专行，他们觉得[Root.job_treasurer.GetSheHe]并没有真正了解法律规章的含义。;;;;;;;;;;x
EVTOPTA75085;采纳[Root.job_treasurer.GetHerHis]想法;;;;;;;;;;x
peasants_scorned;蔑视农民传统;;;;;;;;;;x
tut_5a_25;现在选择一支部队。登船按钮显示蓝色意味着可以使用，点击它。船的移动跟部队大致一样，现在把这支船队移动到相邻的马里湾以继续。在下达移动命令后解除暂停，加速游戏可加快此移动进程。;;;;;;;;;;x
tut_5a_29b;解除暂停才能使你的命令得以执行。;;;;;;;;;;x
opinion_converted_province;成功令省份皈依;;;;;;;;;;x
EVTDESC3336;[From.GetTitledFirstName]认为太多的冒险行为危及到了我的人身安全，并劝说我不要再做那种事以远离危险。;;;;;;;;;;x
EVTNAME60010;伊尔汗国改信;;;;;;;;;;x
EVTOPTA60010;时候到了！;;;;;;;;;;x
EVTOPTB60010;安拉保佑我！;;;;;;;;;;x
EVTOPTC60010;上帝保佑我！;;;;;;;;;;x
EVTOPTD60010;愿主拯救我们！;;;;;;;;;;x
EVTNAME60020;金帐汗国改信;;;;;;;;;;x
EVTDESC8720;条顿骑士团希望在波罗的海沿岸得到领地以更好地对抗异教徒。或许我应赠送他们一个伯爵领以示支持？;;;;;;;;;;x
EVTOPTA8720;大驾光临，热烈欢迎！;;;;;;;;;;x
EVTOPTB8720;虽寸土未可予之。;;;;;;;;;;x
EVTDESC8721;我的领主，\n我希望赠送条顿骑士团一个伯爵领以帮助他们，望得首肯。\n\n您谦卑的封臣，\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA8721;最好让我的领主来做决定;;;;;;;;;;x
EVTOPTB8721;你得到许可了;;;;;;;;;;x
EVTOPTC8721;不得分裂我的土地！;;;;;;;;;;x
EVTDESC8722;我的领主，\n我的封臣[FromFrom.GetTitledName]希望赠送条顿骑士团一个伯爵领以帮助他们。没有您的首肯，我不敢妄下决断。\n\n您谦卑的封臣，\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA8722;绝妙的提议！;;;;;;;;;;x
EVTOPTB8722;我不会允许领土分裂！;;;;;;;;;;x
EVTDESC8723;我允许你赠与他们领地。\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA8723;那就这样做吧！;;;;;;;;;;x
EVTDESC8724;我不允许你给条顿骑士团送去半寸领地！\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA8724;我将收回我的提议;;;;;;;;;;x
EVTDESC8725;伟大的[Root.GetTitledFirstName]，\n您的胆识有若传奇。我希望能够为您抗击异教徒的英勇战斗尽一份绵力，特此向骑士团赠与一个伯爵领。\n\n此致，\n[From.GetTitledName];;;;;;;;;;x
alert_truce_expiring_instant;§Y休战协议即将到期§!;;;;;;;;;;x
alert_truce_expiring_delayed;以下休战协议即将到期：$LIST$;;;;;;;;;;x
alert_no_ambition_instant;§Y选择目标§!;;;;;;;;;;x
TOTAL_BONUS;（总加成）;;;;;;;;;;x
LEVY_MULTIPLIER;征召系数：$VALUE$;;;;;;;;;;x
TOTAL_LEVY;总征召兵力：§Y$VALUE$§!;;;;;;;;;;x
REALM_TREE;国家封建体系;;;;;;;;;;x
DYN14_DESC;结束分数：$SCORE$。你$FAILED$超越戈德温家族的成就。在1066年1月5日，哈罗德·戈德温森登基为英格兰国王。其父在克努特二世统治时期处心积虑积累家族实力。最终于忏悔者爱德华死后夺取了英格兰王位。然而他并非唯一的王位觊觎者……挪威的哈拉尔德和诺曼底的威廉都宣称自己是国王并入侵英格兰。在斯坦福桥一役中哈拉德兵败身亡，但是哈罗德也在之后的黑斯廷斯战役中被威廉击败，与他的两个兄弟一起命丧沙场。其死后戈德温家族的权势土崩瓦解，领地被胜利者威廉分封给其诺曼贵族。;;;;;;;;;;x
EVTOPTA38020;一堆胖主教！捉住他们！;;;;;;;;;;x
TOURNAMENTTITLE;骑术大会;;;;;;;;;;x
EVTDESC70034;[From.GetTitledName]在骑术大会中摘得桂冠。;;;;;;;;;;x
EVTOPTA70034;这是[From.GetSheHeCap]应得的！;;;;;;;;;;x
EVTDESC70035;[From.GetTitledName]的胆识为其赢得[From.GetHerHim]骑术大会的亚军。;;;;;;;;;;x
EVTOPTA70035;表现得非常英勇！;;;;;;;;;;x
EVTDESC70036;[From.GetTitledName]在骑术大会中披荆斩棘，赢得了属于[From.GetHerHis]季军。;;;;;;;;;;x
EVTOPTA70036;[From.GetSheHe]顽强战斗。;;;;;;;;;;x
EVTDESC70037;[From.GetTitledName]的骑术大会因战争被迫取消。;;;;;;;;;;x
EVTOPTA70037;那么我将会在战斗中展现我的英勇！;;;;;;;;;;x
EVTDESC70038;我的领主！您的来宾[From.GetTitledName]在比赛中不幸身亡！;;;;;;;;;;x
EVTOPTA70038;真是不幸啊。;;;;;;;;;;x
EVTOPTB70038;不要拿这种小事来烦我！;;;;;;;;;;x
EVTDESC70039;我的领主！您的客人[From.GetTitledName]在比赛中不幸受伤致残！;;;;;;;;;;x
EVTDESC70040;我的领主！您的客人[From.GetTitledName]在比赛中不幸受伤！;;;;;;;;;;x
opinion_tournament_participant;举行骑术大会;;;;;;;;;;x
opinion_tournament_winner;骑术大会冠军;;;;;;;;;;x
opinion_tournament_second_place;骑术大会亚军;;;;;;;;;;x
opinion_tournament_third_place;骑术大会季军;;;;;;;;;;x
