#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_kladanj;Kladanj;;;;;;;;;;;;x
b_banovici;Banovici;;;;;;;;;;;;x
b_gradacac;Gradacac;;;;;;;;;;;;x
b_kljuc;Kljuc;;;;;;;;;;;;x
b_kotor_donjikraji;Kotor;;;;;;;;;;;;x
b_glamoc;Glamoc;;;;;;;;;;;;x
b_modrica;Modrica;;;;;;;;;;;;x
b_vrhbosna;Vhrbosna;;;;;;;;;;;;x
b_kresevo;Kresevo;;;;;;;;;;;;x
b_stolac;Stolac;;;;;;;;;;;;x
b_ston;Ston;;;;;;;;;;;;x
b_korcula;Korcula;;;;;;;;;;;;x
b_brac;Brac;;;;;;;;;;;;x
b_omis;Omis;;;;;;;;;;;;x
b_lapcan;Lapcan;;;;;;;;;;;;x
b_zavala;Zavala;;;;;;;;;;;;x
bosnian;Bosnian;;;;;;;;;;;;x
PROV463;Donji Kraji;;;;;;;;;;;;x
PROV1970;Usora;;;;;;;;;;;;x
PROV1971;Vrhbosna;;;;;;;;;;;;x
PROV504;Soli;;;;;;;;;;;;x
c_usora_adj;Donji Krajian;;;;;;;;;;;;x
c_soli_adj;Usoran;;;;;;;;;;;;x
c_bilino_polje_adj;Vrhbosnan;;;;;;;;;;;;x
c_amorion_adj;Amoran;;;;;;;;;;;;x
c_rama_adj;Solian;;;;;;;;;;;;x
c_berg_adj;Berger;;;;;;;;;;;;x
c_claudiopolis_adj;Claudipoli;;;;;;;;;;;;x
d_athens_adj;Athenian;;;;;;;;;;;;x
d_dalmatia;Hum;;;;;;;;;;;;x
d_dalmatia_adj;Humian;;;;;;;;;;;;x
create_bosnia;Create Kingdom of Bosnia;;;;;;;;;;;;x
create_bosnia_desc;For centuries Bosnia has been the battle ground between West and East. No more. It is time for the lords of a united Bosnia to announce their defiance of the regional powers and proclaim themselves as Kings of Bosnia and the Hum at last.;;;;;;;;;;;;x
alfonso_portugal;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
alfonso_spain;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
james;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
garcia;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
muhammad_the_victorious;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
mansa_musa;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
bohemond;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
roger;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
baldouin;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
tughluq;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
ottoman;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
dandolo;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
almoravid;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
almohad;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
baibars;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
arwa;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
philippe_capet;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
barbarossa;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
premyslid;[This.GetFirstNameWithNick]的血脉;;;;;;;;;;;;x
portuguese_opinion;[portuguese.GetName]好感;;;;;;;;;;;;x
catalan_opinion;[catalan.GetName]好感;;;;;;;;;;;;x
occitan_opinion;[occitan.GetName]好感;;;;;;;;;;;;x
basque_opinion;[basque.GetName]好感;;;;;;;;;;;;x
manden_opinion;[manden.GetName]好感;;;;;;;;;;;;x
maghreb_arabic_opinion;[maghreb_arabic.GetName]好感;;;;;;;;;;;;x
egyptian_arabic_opinion;[egyptian_arabic.GetName]好感;;;;;;;;;;;;x
bedouin_arabic_opinion;[bedouin_arabic.GetName]好感;;;;;;;;;;;;x
bohemian_opinion;[bohemian.GetName]好感;;;;;;;;;;;;x
castillan_opinion;[castillan.GetName]好感;;;;;;;;;;;;x
dravidian_group_opinion;[dravidian_group.GetGroupName]好感;;;;;;;;;;;;x
